LAMMPS (29 Aug 2024 - Update 2)
Lattice spacing in x,y,z = 3.6 3.6 3.6
Created orthogonal box = (0 0 0) to (28.8 28.8 28.8)
  1 by 1 by 1 MPI processor grid
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (28.8 28.8 28.8)
  create_atoms CPU = 0.000 seconds
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7.50679
  ghost atom cutoff = 7.50679
  binsize = 3.753395, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair eam/alloy, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.962 | 3.962 | 3.962 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Press          Volume           Lx             Ly             Lz      
     25600   611.90729     -7093.0977      161.90793     -6931.1898      57059.534      23887.872      28.8           28.8           28.8         
     25700   610.71837     -7092.7837      161.59334     -6931.1904      57197.911      23887.872      28.8           28.8           28.8         
     25800   627.81336     -7097.3086      166.1166      -6931.192       56363.005      23887.872      28.8           28.8           28.8         
     25900   599.04015     -7089.6924      158.50334     -6931.1891      57720.154      23887.872      28.8           28.8           28.8         
     26000   599.09256     -7089.7066      158.51721     -6931.1894      57537.726      23887.872      28.8           28.8           28.8         
     26100   601.34669     -7090.3031      159.11364     -6931.1894      57626.2        23887.872      28.8           28.8           28.8         
     26200   594.99099     -7088.6205      157.43195     -6931.1886      57814.693      23887.872      28.8           28.8           28.8         
     26300   602.80197     -7090.6877      159.4987      -6931.189       57516.608      23887.872      28.8           28.8           28.8         
     26400   607.54584     -7091.9443      160.75391     -6931.1903      57203.876      23887.872      28.8           28.8           28.8         
     26500   614.75808     -7093.8533      162.66223     -6931.191       56980.536      23887.872      28.8           28.8           28.8         
     26600   598.39484     -7089.5219      158.33259     -6931.1893      57713.211      23887.872      28.8           28.8           28.8         
     26700   597.2349      -7089.2153      158.02568     -6931.1896      57797.353      23887.872      28.8           28.8           28.8         
     26800   600.90605     -7090.1871      158.99705     -6931.1901      57644.711      23887.872      28.8           28.8           28.8         
     26900   614.66395     -7093.8284      162.63733     -6931.191       56825.789      23887.872      28.8           28.8           28.8         
     27000   609.54395     -7092.472       161.2826      -6931.1894      57217.498      23887.872      28.8           28.8           28.8         
     27100   602.81848     -7090.6943      159.50307     -6931.1912      57447.334      23887.872      28.8           28.8           28.8         
     27200   580.94299     -7084.9024      153.71491     -6931.1875      58486.02       23887.872      28.8           28.8           28.8         
     27300   607.85777     -7092.0261      160.83644     -6931.1897      57177.991      23887.872      28.8           28.8           28.8         
     27400   603.28879     -7090.8175      159.62751     -6931.19        57411.502      23887.872      28.8           28.8           28.8         
     27500   594.80863     -7088.5736      157.3837      -6931.1899      57839.268      23887.872      28.8           28.8           28.8         
     27600   601.34876     -7090.304       159.11419     -6931.1898      57521.422      23887.872      28.8           28.8           28.8         
     27700   589.7288      -7087.2279      156.0396      -6931.1883      58136.484      23887.872      28.8           28.8           28.8         
     27800   608.3072      -7092.145       160.95536     -6931.1897      57137.033      23887.872      28.8           28.8           28.8         
     27900   606.25884     -7091.6027      160.41337     -6931.1893      57318.668      23887.872      28.8           28.8           28.8         
     28000   599.75761     -7089.8828      158.69317     -6931.1896      57533.047      23887.872      28.8           28.8           28.8         
     28100   598.04577     -7089.4296      158.24023     -6931.1894      57671.364      23887.872      28.8           28.8           28.8         
     28200   604.98131     -7091.2651      160.07534     -6931.1897      57252.395      23887.872      28.8           28.8           28.8         
     28300   600.92029     -7090.1899      159.00082     -6931.1891      57589.21       23887.872      28.8           28.8           28.8         
     28400   601.9882      -7090.473       159.28338     -6931.1896      57399.501      23887.872      28.8           28.8           28.8         
     28500   602.02085     -7090.4811      159.29202     -6931.1891      57567.556      23887.872      28.8           28.8           28.8         
     28600   607.43901     -7091.9152      160.72564     -6931.1896      57359.126      23887.872      28.8           28.8           28.8         
     28700   622.88773     -7096.0043      164.8133      -6931.191       56608.248      23887.872      28.8           28.8           28.8         
     28800   592.19365     -7087.8808      156.69179     -6931.189       58043.824      23887.872      28.8           28.8           28.8         
     28900   596.8522      -7089.1137      157.92442     -6931.1893      57760.042      23887.872      28.8           28.8           28.8         
     29000   620.62478     -7095.4059      164.21454     -6931.1913      56702.646      23887.872      28.8           28.8           28.8         
     29100   593.71229     -7088.2824      157.09361     -6931.1888      57991.181      23887.872      28.8           28.8           28.8         
     29200   589.53563     -7087.1786      155.98849     -6931.1901      58174.676      23887.872      28.8           28.8           28.8         
     29300   607.5423      -7091.9436      160.75297     -6931.1906      57345.534      23887.872      28.8           28.8           28.8         
     29400   588.87169     -7087.0013      155.81281     -6931.1885      58165.177      23887.872      28.8           28.8           28.8         
     29500   610.69468     -7092.7774      161.58707     -6931.1903      57185.041      23887.872      28.8           28.8           28.8         
     29600   614.68855     -7093.8348      162.64383     -6931.191       56917.268      23887.872      28.8           28.8           28.8         
     29700   601.05537     -7090.2268      159.03656     -6931.1902      57542.325      23887.872      28.8           28.8           28.8         
     29800   604.45301     -7091.1256      159.93556     -6931.19        57559.888      23887.872      28.8           28.8           28.8         
     29900   606.15698     -7091.5764      160.38642     -6931.1899      57378.178      23887.872      28.8           28.8           28.8         
     30000   600.98808     -7090.2082      159.01875     -6931.1894      57621.885      23887.872      28.8           28.8           28.8         
     30100   601.81307     -7090.4267      159.23704     -6931.1896      57481.065      23887.872      28.8           28.8           28.8         
     30200   600.4967      -7090.0782      158.88873     -6931.1894      57582.493      23887.872      28.8           28.8           28.8         
     30300   608.43562     -7092.18        160.98934     -6931.1906      57165.186      23887.872      28.8           28.8           28.8         
     30400   605.51632     -7091.4072      160.2169      -6931.1903      57365.465      23887.872      28.8           28.8           28.8         
     30500   599.79494     -7089.8924      158.70305     -6931.1893      57694.118      23887.872      28.8           28.8           28.8         
     30600   622.5251      -7095.9084      164.71735     -6931.1911      56659.142      23887.872      28.8           28.8           28.8         
     30700   616.31003     -7094.2647      163.07287     -6931.1918      56995.481      23887.872      28.8           28.8           28.8         
     30800   608.2511      -7092.131       160.94051     -6931.1905      57342.11       23887.872      28.8           28.8           28.8         
     30900   603.41333     -7090.8509      159.66046     -6931.1904      57428.548      23887.872      28.8           28.8           28.8         
     31000   600.14367     -7089.9845      158.79532     -6931.1892      57619.787      23887.872      28.8           28.8           28.8         
     31100   608.88075     -7092.2973      161.10712     -6931.1902      57163.199      23887.872      28.8           28.8           28.8         
     31200   608.58648     -7092.2197      161.02926     -6931.1904      57183.903      23887.872      28.8           28.8           28.8         
     31300   605.99344     -7091.5337      160.34315     -6931.1906      57298.181      23887.872      28.8           28.8           28.8         
     31400   610.82795     -7092.8131      161.62234     -6931.1908      57034.272      23887.872      28.8           28.8           28.8         
     31500   594.6136      -7088.5211      157.33209     -6931.189       57905.916      23887.872      28.8           28.8           28.8         
     31600   603.29441     -7090.8191      159.629       -6931.1901      57419.396      23887.872      28.8           28.8           28.8         
     31700   603.8103      -7090.9559      159.7655      -6931.1904      57489.03       23887.872      28.8           28.8           28.8         
     31800   612.37833     -7093.2235      162.03256     -6931.191       57068.189      23887.872      28.8           28.8           28.8         
     31900   588.03918     -7086.7809      155.59253     -6931.1884      58114.447      23887.872      28.8           28.8           28.8         
     32000   608.97195     -7092.3222      161.13125     -6931.1909      57271.446      23887.872      28.8           28.8           28.8         
     32100   596.24516     -7088.953       157.7638      -6931.1892      57753.429      23887.872      28.8           28.8           28.8         
     32200   605.72543     -7091.4621      160.27223     -6931.1898      57413.749      23887.872      28.8           28.8           28.8         
     32300   600.9874      -7090.2084      159.01857     -6931.1898      57545.817      23887.872      28.8           28.8           28.8         
     32400   592.32411     -7087.9149      156.7263      -6931.1886      57920.457      23887.872      28.8           28.8           28.8         
     32500   585.54359     -7086.1209      154.93221     -6931.1887      58301.323      23887.872      28.8           28.8           28.8         
     32600   609.30191     -7092.4086      161.21855     -6931.19        57301.714      23887.872      28.8           28.8           28.8         
     32700   601.02849     -7090.2193      159.02944     -6931.1899      57625.271      23887.872      28.8           28.8           28.8         
     32800   602.73606     -7090.6705      159.48126     -6931.1892      57521.574      23887.872      28.8           28.8           28.8         
     32900   586.81746     -7086.4585      155.26927     -6931.1892      58307.607      23887.872      28.8           28.8           28.8         
     33000   607.78828     -7092.0096      160.81805     -6931.1916      57298.553      23887.872      28.8           28.8           28.8         
     33100   613.34547     -7093.4794      162.28846     -6931.191       57204.87       23887.872      28.8           28.8           28.8         
     33200   609.07741     -7092.3501      161.15915     -6931.1909      57292.251      23887.872      28.8           28.8           28.8         
     33300   603.1365      -7090.7771      159.58721     -6931.1898      57580.215      23887.872      28.8           28.8           28.8         
     33400   616.61779     -7094.3463      163.1543      -6931.192       56931.468      23887.872      28.8           28.8           28.8         
     33500   608.88735     -7092.2996      161.10886     -6931.1907      57266.769      23887.872      28.8           28.8           28.8         
     33600   601.28858     -7090.2881      159.09826     -6931.1899      57638.417      23887.872      28.8           28.8           28.8         
     33700   610.42526     -7092.7066      161.51579     -6931.1908      57105.083      23887.872      28.8           28.8           28.8         
     33800   606.31952     -7091.6192      160.42943     -6931.1898      57337.287      23887.872      28.8           28.8           28.8         
     33900   597.9661      -7089.4088      158.21915     -6931.1897      57617.869      23887.872      28.8           28.8           28.8         
     34000   609.09645     -7092.3541      161.16419     -6931.1899      57162.641      23887.872      28.8           28.8           28.8         
     34100   617.27375     -7094.5184      163.32787     -6931.1906      56824.042      23887.872      28.8           28.8           28.8         
     34200   598.26322     -7089.4869      158.29777     -6931.1892      57731.658      23887.872      28.8           28.8           28.8         
     34300   613.41308     -7093.4966      162.30635     -6931.1903      56997.812      23887.872      28.8           28.8           28.8         
     34400   581.2928      -7084.9957      153.80747     -6931.1883      58528.006      23887.872      28.8           28.8           28.8         
     34500   605.78678     -7091.4784      160.28847     -6931.1899      57424.566      23887.872      28.8           28.8           28.8         
     34600   599.91145     -7089.925       158.73388     -6931.1912      57648.021      23887.872      28.8           28.8           28.8         
     34700   599.79094     -7089.8917      158.70199     -6931.1897      57699.906      23887.872      28.8           28.8           28.8         
     34800   616.68647     -7094.3634      163.17247     -6931.1909      57066.542      23887.872      28.8           28.8           28.8         
     34900   599.38171     -7089.7838      158.59371     -6931.1901      57736.891      23887.872      28.8           28.8           28.8         
     35000   604.98592     -7091.2662      160.07656     -6931.1897      57560.297      23887.872      28.8           28.8           28.8         
     35100   601.87957     -7090.4443      159.25464     -6931.1897      57760.798      23887.872      28.8           28.8           28.8         
     35200   616.24406     -7094.2467      163.05542     -6931.1913      56934.463      23887.872      28.8           28.8           28.8         
     35300   609.70975     -7092.5171      161.32647     -6931.1907      57240.045      23887.872      28.8           28.8           28.8         
     35400   594.18179     -7088.4074      157.21784     -6931.1895      57822.973      23887.872      28.8           28.8           28.8         
     35500   601.9516      -7090.4638      159.2737      -6931.1901      57540.808      23887.872      28.8           28.8           28.8         
     35600   607.5666      -7091.9495      160.7594      -6931.1901      57318.596      23887.872      28.8           28.8           28.8         
     35700   602.76312     -7090.6778      159.48842     -6931.1893      57583.278      23887.872      28.8           28.8           28.8         
     35800   613.3746      -7093.487       162.29617     -6931.1908      57040.914      23887.872      28.8           28.8           28.8         
     35900   606.85078     -7091.7603      160.57        -6931.1903      57336.727      23887.872      28.8           28.8           28.8         
     36000   593.26246     -7088.1639      156.97459     -6931.1893      57973.117      23887.872      28.8           28.8           28.8         
     36100   614.32722     -7093.7397      162.54823     -6931.1915      57017.658      23887.872      28.8           28.8           28.8         
     36200   607.80918     -7092.0133      160.82358     -6931.1897      57335.446      23887.872      28.8           28.8           28.8         
     36300   606.44715     -7091.654       160.4632      -6931.1908      57269.422      23887.872      28.8           28.8           28.8         
     36400   595.59104     -7088.7801      157.59072     -6931.1894      57860.184      23887.872      28.8           28.8           28.8         
     36500   595.51908     -7088.7612      157.57168     -6931.1895      57808.103      23887.872      28.8           28.8           28.8         
     36600   604.12881     -7091.0408      159.84978     -6931.1911      57504.468      23887.872      28.8           28.8           28.8         
     36700   596.14496     -7088.9262      157.73728     -6931.189       57875.787      23887.872      28.8           28.8           28.8         
     36800   609.01902     -7092.3349      161.1437      -6931.1912      57172.718      23887.872      28.8           28.8           28.8         
     36900   603.46451     -7090.8636      159.674       -6931.1896      57527.231      23887.872      28.8           28.8           28.8         
     37000   606.35835     -7091.63        160.4397      -6931.1903      57340.28       23887.872      28.8           28.8           28.8         
     37100   604.92917     -7091.2519      160.06155     -6931.1903      57357.245      23887.872      28.8           28.8           28.8         
     37200   602.87028     -7090.7062      159.51677     -6931.1894      57499.121      23887.872      28.8           28.8           28.8         
     37300   606.59959     -7091.6932      160.50353     -6931.1896      57265.192      23887.872      28.8           28.8           28.8         
     37400   596.62633     -7089.0534      157.86465     -6931.1888      57728.778      23887.872      28.8           28.8           28.8         
     37500   601.93188     -7090.4575      159.26848     -6931.189       57694.617      23887.872      28.8           28.8           28.8         
     37600   604.58145     -7091.1606      159.96954     -6931.191       57338.759      23887.872      28.8           28.8           28.8         
     37700   614.28273     -7093.7265      162.53646     -6931.1901      56924.75       23887.872      28.8           28.8           28.8         
     37800   605.90622     -7091.5109      160.32007     -6931.1908      57313.176      23887.872      28.8           28.8           28.8         
     37900   593.69007     -7088.277       157.08773     -6931.1893      57944.918      23887.872      28.8           28.8           28.8         
     38000   611.72472     -7093.0503      161.85962     -6931.1906      57030.614      23887.872      28.8           28.8           28.8         
     38100   603.98205     -7091.0003      159.81094     -6931.1893      57392.467      23887.872      28.8           28.8           28.8         
     38200   602.32834     -7090.5634      159.37338     -6931.19        57517.321      23887.872      28.8           28.8           28.8         
     38300   605.91149     -7091.5109      160.32146     -6931.1895      57474.728      23887.872      28.8           28.8           28.8         
     38400   601.07304     -7090.2312      159.04123     -6931.19        57580.185      23887.872      28.8           28.8           28.8         
     38500   600.34444     -7090.0385      158.84845     -6931.19        57588.588      23887.872      28.8           28.8           28.8         
     38600   603.44952     -7090.8605      159.67004     -6931.1905      57460.889      23887.872      28.8           28.8           28.8         
     38700   625.67213     -7096.741       165.55004     -6931.1909      56455.454      23887.872      28.8           28.8           28.8         
     38800   593.12788     -7088.1279      156.93898     -6931.1889      57979.753      23887.872      28.8           28.8           28.8         
     38900   593.02525     -7088.1013      156.91182     -6931.1894      58023.935      23887.872      28.8           28.8           28.8         
     39000   595.06624     -7088.6411      157.45186     -6931.1892      57860.334      23887.872      28.8           28.8           28.8         
     39100   611.26242     -7092.928       161.7373      -6931.1907      57100.002      23887.872      28.8           28.8           28.8         
     39200   603.11225     -7090.771       159.5808      -6931.1902      57446.117      23887.872      28.8           28.8           28.8         
     39300   582.6188      -7085.347       154.15832     -6931.1886      58360.826      23887.872      28.8           28.8           28.8         
     39400   605.99588     -7091.5333      160.34379     -6931.1895      57358.29       23887.872      28.8           28.8           28.8         
     39500   607.54116     -7091.9427      160.75267     -6931.19        57331.647      23887.872      28.8           28.8           28.8         
     39600   607.21834     -7091.8577      160.66725     -6931.1905      57389.633      23887.872      28.8           28.8           28.8         
     39700   607.07774     -7091.8208      160.63005     -6931.1908      57278.706      23887.872      28.8           28.8           28.8         
     39800   587.16506     -7086.5492      155.36124     -6931.188       58302.591      23887.872      28.8           28.8           28.8         
     39900   604.51072     -7091.1407      159.95083     -6931.1898      57411.096      23887.872      28.8           28.8           28.8         
     40000   612.27854     -7093.1967      162.00616     -6931.1905      57095.809      23887.872      28.8           28.8           28.8         
     40100   591.53219     -7087.7055      156.51677     -6931.1887      58070.306      23887.872      28.8           28.8           28.8         
     40200   607.24958     -7091.8662      160.67552     -6931.1907      57173.731      23887.872      28.8           28.8           28.8         
     40300   607.77864     -7092.0057      160.8155      -6931.1902      57287.237      23887.872      28.8           28.8           28.8         
     40400   598.86076     -7089.6458      158.45587     -6931.19        57606.251      23887.872      28.8           28.8           28.8         
     40500   601.38066     -7090.3118      159.12263     -6931.1892      57498.169      23887.872      28.8           28.8           28.8         
     40600   609.02981     -7092.3366      161.14656     -6931.19        57149.25       23887.872      28.8           28.8           28.8         
     40700   609.65092     -7092.5008      161.3109      -6931.1899      57183.865      23887.872      28.8           28.8           28.8         
     40800   613.37974     -7093.4879      162.29753     -6931.1904      56859.555      23887.872      28.8           28.8           28.8         
     40900   612.65348     -7093.2951      162.10536     -6931.1898      57063.032      23887.872      28.8           28.8           28.8         
     41000   611.0045      -7092.8589      161.66905     -6931.1899      57119.876      23887.872      28.8           28.8           28.8         
     41100   598.7049      -7089.6043      158.41463     -6931.1897      57641.582      23887.872      28.8           28.8           28.8         
     41200   596.28591     -7088.9642      157.77458     -6931.1896      57776.209      23887.872      28.8           28.8           28.8         
     41300   604.78685     -7091.2135      160.02389     -6931.1896      57481.139      23887.872      28.8           28.8           28.8         
     41400   603.67577     -7090.9202      159.7299      -6931.1903      57321.942      23887.872      28.8           28.8           28.8         
     41500   594.44883     -7088.4775      157.28849     -6931.189       57747.639      23887.872      28.8           28.8           28.8         
     41600   595.91102     -7088.864       157.67538     -6931.1886      57773.935      23887.872      28.8           28.8           28.8         
     41700   597.63781     -7089.322       158.13229     -6931.1897      57627.001      23887.872      28.8           28.8           28.8         
     41800   602.44809     -7090.5949      159.40506     -6931.1898      57444.253      23887.872      28.8           28.8           28.8         
     41900   609.42902     -7092.4417      161.25219     -6931.1896      57202.247      23887.872      28.8           28.8           28.8         
     42000   591.57733     -7087.7173      156.52871     -6931.1886      58053.809      23887.872      28.8           28.8           28.8         
     42100   591.3964      -7087.6694      156.48084     -6931.1886      57987.991      23887.872      28.8           28.8           28.8         
     42200   610.63121     -7092.7615      161.57028     -6931.1913      57064.254      23887.872      28.8           28.8           28.8         
     42300   595.70745     -7088.8104      157.62152     -6931.1889      57900.76       23887.872      28.8           28.8           28.8         
     42400   608.95012     -7092.3162      161.12547     -6931.1907      57227.091      23887.872      28.8           28.8           28.8         
     42500   600.16217     -7089.9896      158.80022     -6931.1893      57668.766      23887.872      28.8           28.8           28.8         
     42600   599.79354     -7089.8926      158.70268     -6931.1899      57594.178      23887.872      28.8           28.8           28.8         
     42700   603.96498     -7090.9967      159.80643     -6931.1903      57325.958      23887.872      28.8           28.8           28.8         
     42800   609.48471     -7092.4574      161.26692     -6931.1905      57193.583      23887.872      28.8           28.8           28.8         
     42900   611.46971     -7092.9826      161.79214     -6931.1905      57090.749      23887.872      28.8           28.8           28.8         
     43000   603.13202     -7090.7758      159.58603     -6931.1898      57456.774      23887.872      28.8           28.8           28.8         
     43100   593.39173     -7088.1992      157.00879     -6931.1904      57806.246      23887.872      28.8           28.8           28.8         
     43200   598.88053     -7089.651       158.4611      -6931.1899      57720.432      23887.872      28.8           28.8           28.8         
     43300   606.92639     -7091.7801      160.59        -6931.1901      57438.005      23887.872      28.8           28.8           28.8         
     43400   614.95285     -7093.9052      162.71377     -6931.1914      56991.131      23887.872      28.8           28.8           28.8         
     43500   578.90665     -7084.365       153.1761      -6931.1889      58635.241      23887.872      28.8           28.8           28.8         
     43600   607.63319     -7091.9679      160.77702     -6931.1909      57352.751      23887.872      28.8           28.8           28.8         
     43700   590.49839     -7087.432       156.24323     -6931.1888      58174.772      23887.872      28.8           28.8           28.8         
     43800   614.06493     -7093.6706      162.47883     -6931.1917      57057.412      23887.872      28.8           28.8           28.8         
     43900   618.32822     -7094.798       163.60688     -6931.1912      56883.063      23887.872      28.8           28.8           28.8         
     44000   601.60774     -7090.3723      159.18271     -6931.1896      57581.705      23887.872      28.8           28.8           28.8         
     44100   610.40117     -7092.6998      161.50941     -6931.1904      57107.016      23887.872      28.8           28.8           28.8         
     44200   616.50269     -7094.314       163.12385     -6931.1902      56870.038      23887.872      28.8           28.8           28.8         
     44300   600.11496     -7089.9778      158.78773     -6931.1901      57616.422      23887.872      28.8           28.8           28.8         
     44400   602.35618     -7090.5705      159.38074     -6931.1897      57568.582      23887.872      28.8           28.8           28.8         
     44500   608.63411     -7092.2318      161.04186     -6931.19        57318.705      23887.872      28.8           28.8           28.8         
     44600   600.65789     -7090.1211      158.93138     -6931.1898      57634.412      23887.872      28.8           28.8           28.8         
     44700   609.80419     -7092.5436      161.35145     -6931.1921      57162.678      23887.872      28.8           28.8           28.8         
     44800   598.2039      -7089.4715      158.28207     -6931.1894      57616.116      23887.872      28.8           28.8           28.8         
     44900   609.19926     -7092.3811      161.19139     -6931.1897      57214.394      23887.872      28.8           28.8           28.8         
     45000   604.2258      -7091.0659      159.87544     -6931.1904      57346.519      23887.872      28.8           28.8           28.8         
     45100   598.54265     -7089.5616      158.3717      -6931.1899      57751.789      23887.872      28.8           28.8           28.8         
     45200   592.87805     -7088.0615      156.87287     -6931.1886      57834.436      23887.872      28.8           28.8           28.8         
     45300   603.97621     -7090.9993      159.8094      -6931.1899      57412.158      23887.872      28.8           28.8           28.8         
     45400   610.63047     -7092.7602      161.57008     -6931.1901      57214.913      23887.872      28.8           28.8           28.8         
     45500   590.65136     -7087.4728      156.2837      -6931.1891      57990.464      23887.872      28.8           28.8           28.8         
     45600   615.72118     -7094.1075      162.91706     -6931.1904      56977.389      23887.872      28.8           28.8           28.8         
     45700   593.40658     -7088.202       157.01272     -6931.1893      57836.412      23887.872      28.8           28.8           28.8         
     45800   606.64669     -7091.706       160.51599     -6931.19        57386.171      23887.872      28.8           28.8           28.8         
     45900   608.33993     -7092.1546      160.96402     -6931.1906      57234.927      23887.872      28.8           28.8           28.8         
     46000   614.28082     -7093.7274      162.53595     -6931.1914      57038.552      23887.872      28.8           28.8           28.8         
     46100   602.96769     -7090.7321      159.54255     -6931.1896      57511.616      23887.872      28.8           28.8           28.8         
     46200   595.11002     -7088.6516      157.46344     -6931.1882      57888.564      23887.872      28.8           28.8           28.8         
     46300   608.02094     -7092.0705      160.87961     -6931.1909      57164.713      23887.872      28.8           28.8           28.8         
     46400   591.30105     -7087.6452      156.45561     -6931.1896      57932.724      23887.872      28.8           28.8           28.8         
     46500   592.28689     -7087.9052      156.71646     -6931.1888      57966.352      23887.872      28.8           28.8           28.8         
     46600   595.66064     -7088.7993      157.60914     -6931.1901      57785.275      23887.872      28.8           28.8           28.8         
     46700   609.6993      -7092.5137      161.3237      -6931.19        57193.109      23887.872      28.8           28.8           28.8         
     46800   605.57045     -7091.4213      160.23123     -6931.1901      57481.538      23887.872      28.8           28.8           28.8         
     46900   608.32041     -7092.1494      160.95885     -6931.1906      57260.691      23887.872      28.8           28.8           28.8         
     47000   603.2387      -7090.8042      159.61425     -6931.1899      57368.752      23887.872      28.8           28.8           28.8         
     47100   594.15865     -7088.3996      157.21172     -6931.1879      57950.634      23887.872      28.8           28.8           28.8         
     47200   606.75694     -7091.7352      160.54517     -6931.19        57333.352      23887.872      28.8           28.8           28.8         
     47300   614.69667     -7093.8369      162.64598     -6931.1909      56939.3        23887.872      28.8           28.8           28.8         
     47400   602.91        -7090.7171      159.52728     -6931.1899      57382.078      23887.872      28.8           28.8           28.8         
     47500   597.0884      -7089.1764      157.98691     -6931.1895      57714.553      23887.872      28.8           28.8           28.8         
     47600   611.33822     -7092.9483      161.75735     -6931.191       57172.691      23887.872      28.8           28.8           28.8         
     47700   610.49604     -7092.7257      161.53451     -6931.1911      57146.756      23887.872      28.8           28.8           28.8         
     47800   601.8065      -7090.4249      159.2353      -6931.1896      57587.875      23887.872      28.8           28.8           28.8         
     47900   612.88901     -7093.3584      162.16769     -6931.1907      57038.218      23887.872      28.8           28.8           28.8         
     48000   596.24931     -7088.954       157.76489     -6931.1891      57741.964      23887.872      28.8           28.8           28.8         
     48100   608.15195     -7092.1043      160.91428     -6931.1901      57219.2        23887.872      28.8           28.8           28.8         
     48200   607.95792     -7092.0524      160.86294     -6931.1895      57348.013      23887.872      28.8           28.8           28.8         
     48300   615.65043     -7094.0891      162.89834     -6931.1908      56913.256      23887.872      28.8           28.8           28.8         
     48400   602.45556     -7090.5964      159.40704     -6931.1894      57511.887      23887.872      28.8           28.8           28.8         
     48500   604.78369     -7091.2125      160.02305     -6931.1894      57368.403      23887.872      28.8           28.8           28.8         
     48600   615.69929     -7094.1019      162.91127     -6931.1906      56845.21       23887.872      28.8           28.8           28.8         
     48700   599.39389     -7089.7862      158.59694     -6931.1893      57566.938      23887.872      28.8           28.8           28.8         
     48800   593.38621     -7088.1951      157.00733     -6931.1878      57902.339      23887.872      28.8           28.8           28.8         
     48900   608.87583     -7092.2963      161.10581     -6931.1904      57231.122      23887.872      28.8           28.8           28.8         
     49000   596.28447     -7088.9633      157.7742      -6931.1891      57869.124      23887.872      28.8           28.8           28.8         
     49100   616.64813     -7094.354       163.16233     -6931.1917      56869.458      23887.872      28.8           28.8           28.8         
     49200   613.05888     -7093.4038      162.21263     -6931.1912      57044.887      23887.872      28.8           28.8           28.8         
     49300   598.93926     -7089.6664      158.47664     -6931.1897      57641.672      23887.872      28.8           28.8           28.8         
     49400   622.41615     -7095.8801      164.68852     -6931.1916      56593.521      23887.872      28.8           28.8           28.8         
     49500   599.40443     -7089.7888      158.59973     -6931.189       57716.574      23887.872      28.8           28.8           28.8         
     49600   606.87061     -7091.7656      160.57524     -6931.1903      57221.011      23887.872      28.8           28.8           28.8         
     49700   591.1001      -7087.5902      156.40244     -6931.1877      58150.684      23887.872      28.8           28.8           28.8         
     49800   602.89197     -7090.7129      159.52251     -6931.1904      57397.619      23887.872      28.8           28.8           28.8         
     49900   584.81096     -7085.9257      154.73836     -6931.1874      58498.379      23887.872      28.8           28.8           28.8         
     50000   608.16503     -7092.1085      160.91774     -6931.1907      57247.802      23887.872      28.8           28.8           28.8         
Loop time of 134.495 on 1 procs for 50000 steps with 2048 atoms

Performance: 32.120 ns/day, 0.747 hours/ns, 371.761 timesteps/s, 761.367 katom-step/s
99.1% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 132.11     | 132.11     | 132.11     |   0.0 | 98.23
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.0214     | 1.0214     | 1.0214     |   0.0 |  0.76
Output  | 0.016117   | 0.016117   | 0.016117   |   0.0 |  0.01
Modify  | 1.0903     | 1.0903     | 1.0903     |   0.0 |  0.81
Other   |            | 0.259      |            |       |  0.19

Nlocal:           2048 ave        2048 max        2048 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           5765 ave        5765 max        5765 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:         143360 ave      143360 max      143360 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 143360
Ave neighs/atom = 70
Neighbor list builds = 0
Dangerous builds = 0
Total wall time: 0:02:14
